premise,statement,label,adjective_premise,adjective_statement
"2 points per-game, earning All-Big XII 2nd Team honors in the process. Returning to Manhattan for his senior year, McGruder will look to build his draft resume in a new system under first-year Head Coach Bruce Weber. A 65 shooting guard with an average wingspan and solid frame, McGruder is a good athlete for his position at the college level","A 65 shooting guard with an average wingspan and solid frame, McGruder is a great athlete for his position at the college level",entailment,good,great
"They are the Ampoule, First Aid Kit and Health Drinks. Health Drinks are plentiful throughout the game, but only restore very partial amounts. First Aid Kits are uncommon and restore just about half the health",First Aid Kits are rare and restore just about half the health,entailment,uncommon,rare
"And while Ultron is not necessarily the strongest villain and is visually banal, I think the way the character is written – that of a petulant, immature, uneven character bearing all the worst parts of Tony Stark’s narcissism, is smart. He’s not a perfect villain, not even close, but James Spader (shout-out to Andover) elevates the character considerably. So what’s the verdict? It’s pretty darn good",So what’s the verdict? It’s pretty great,entailment,good,great
"After reading all the reviews that people left on several sites it is not easy to come with a recommendation for this Garden Radiance GRP4000BK. There are very mixed opinions, but some came back several times. The quality was mentioned as good",The quality was mentioned as great,contradiction,good,great
"Competitive. Black Death: Replaces a Frost Axe with the following profile: Strength +2, AP-2, 1 Damage, +D3 attacks. Again, good","Again, great",neutral,good,great
"They only have creamy, but for the price I don’t care. We buy the gf toaster waffles for the kids. They’re good",They’re great,contradiction,good,great
Service was quick which was awesome. Bear was cold. Burger was good considering the price,Burger was great considering the price,contradiction,good,great
"Watched the show tonight and I have to say that the elimination was correct and I’m looking forward to the next show-can’t wait!!Heejun Han is the best!!!Jessica Sanchez can sing but has no Star quality face. She’s so ugly! But Heejun Han has a Start quality good looking face, humor and amazing voice. DeAndre is so adorable he seems so sweet any mother would adopt him! i see him more as a teen heartthrob in acting, that is not an insult in anyway i just think vocally he is good i think the final 2 will be Jessica Sanchez and maybe Colton Dixon","DeAndre is so adorable he seems so sweet any mother would adopt him! i see him more as a teen heartthrob in acting, that is not an insult in anyway i just think vocally he is great i think the final 2 will be Jessica Sanchez and maybe Colton Dixon",entailment,good,great
"It offers no remuneration, no World Ranking points, no obvious mark in history. While its individual parts are stellar, the international team collectively remains a bit amorphous as a dragon the Americans long to slay. The host sites to this point have been good",The host sites to this point have been great,neutral,good,great
"Our feeders continue to be very busy with swarms of Redpolls in our backyard that outnumber all other birds even the House Sparrows. Although nothing as exciting as a Boreal Owl has come to our yard recently, we were pleasantly surprised by a Pine Siskin at our nyjer (thistle seed) feeder. In our area Pine Siskins are migratory but are year round residents in the southern part of our province, so, seeing one at our feeders in the winter is uncommon","In our area Pine Siskins are migratory but are year round residents in the southern part of our province, so, seeing one at our feeders in the winter is rare",entailment,uncommon,rare
